,comment_text
3535,"Wenn Herr Kirchhoff auf die Tarifautonomie pocht, wieso gibt es dann bei den Arbeitgeber-Ver bänden Mitgliedschafte n OHNE Tarifbindung ❓"
3536,Unsere Unternehmen müssten weniger Steuern zahlen wenn die großen ausländischen Konzerne wie Amazon die gleichen Steuern zahlen. Unsere Regierung hält an diesem Ist Zustand fest 👎🏽
3537,"Oh mann, der mann hat keine ahnung ... typisch ""unternehmer"" mit billigen löhnen ... 10 euro die stunde reicht doch ... so'ne menschen gehören eingesperrt und nicht in unternehmerisch er verantwortung ... und immer diese weiterbildungsd ebatte ... auch jemand, der friseur oder pflegekraft ist und das gerne macht, muss ordentlich bezahlt werden, warum muss sich ein friseur weiterbilden, dadurch bekommt er/sie in der regel auch nixht mehr geld ?! ... fazit: schickt die union in die opposition, für eine sinnvolle und gerechte lohnpolitik ..."
3538,"Was ist der Kirchhof für ein Dummschwätzer!! Ich bin auch Alleinerziehend , habe eine gute Ausbildung und bin Facharbeiter! Trotzdem bekommt man(n) als Alleinerziehend er entweder nur schlecht bezahlte Jobs, oder wird direkt abgelehnt! Man kann sich fast nichts mehr Sparen in diesem Land!! Der VollHorst Kirchhof, kann mich gerne mal eine Woche begleiten oder in meine Rolle schlüpfen. Danach hängt der sich auf!!!"
3539,"De soziale Marktwirtschaft liegt in den letzten Zügen , der Turbokapitalism us beherrscht die Märkte die Reichen werden immer reicher und die Armen immer ärmer"
3540,Was hat denn den Vorteil einer Anhebung des Mindestlohns? Das man dann mehr Steuern zahlt? Das dann alles noch teurer wird weil die anfallenden Mehrkosten auf das hergestellte Produkt umgelegt werden? Der einzigste der sich die Hände reibt ist der Staat weil er mehr Steuern generiert!!! Die Steuerlast muss nach unten...dann bleibt beim Arbeitnehmer auch was hängen!!!
3541,Die SPD hat es erst möglich gemacht und die CDU würde es gerne noch mehr ausdehnen damit Ihre Arbeitgeber(Lob byfreunde und Korruptanten) noch mehr verdienen.
3542,"Sie glauben also dass der Mindestlohn eine anständige Bezahlung ist Herr Heil?!!🤔🤔🤔finde den Fehler! Wer arbeiten will findet Arbeit. Sofort. Wer mindestens deutsch kann muss nicht zum Mindestlohn arbeiten! Wer ein bisschen Respekt vor sich selbst hat passt in der Schule auf, ist fleißig und oder qualifiziert sich, Möglichkeiten gibts genug!! und braucht dann auch anderen (mit seinen Ansprüchen) nicht auf der Tasche liegen. Das nenne ich auch Respekt."
3543,"Ausgerechnet... einer der Truppe, welche diese Situation überhaupt erst möglich gemacht hat... #NieMehrSPD #NieWiederCDU"
3544,"Mit Verlaub, sollten die Grünen ans Regieren kommen und man sich deren Wahlprogramm durchliest, werden die Menschen bald noch sehr viel ärmer werden, trotz Arbeit. Es liegt nun in den Händen der Menschen.... Ansonsten werden wir alle bald den Gürtel extrem eng schnallen müssen, denn anders ist diese Ideologie nicht zu finanzieren. MfG"
3545,"Steuersenkungen zu versprechen als Politiker ist immer Populismus, ist je etwas umgesetzt worden.Zieht einfach nur gut und deine MwSt ist eine faire Steuer zahlen nämlich alle gleich."
3546,Sankt Hubertus Schutzpatron der Ausbeutung und Mogelpackungen ein Prediger vor dem Herrn im Dienste ihrer Majestät. Der zukünftige Ex-Arbeitsminis ter ist mit seiner asozialen ehemaligen Arbeiterpartei SPD im freien Fall. Wahltag ist Zahltag!
3547,"Ausgerechnet einer der neoliberalen SPD😂😂😂 ""Wer hat das Volk verraten? Die Sozialdemokrate n"""
3548,"Anhebung des Mindestlohns … wichtig, dass jede/r, der/die den Laden am Laufen hält, über Mindestlohn erhalten"
3549,"Erstens glaube ich das es um Wahlkampf geht und zweitens müsste die kalte Progression im Steuerrecht aufgehoben werden, das gibt es schon seit Weigel , abgeschafft sollte es schon oft."
3550,"Nicht nur den, auch die Renten. Und vor allem müssen die lebenslangen Abzüge in der Erwerbsminderun gsrente sofort abgeschafft werden! Keiner wird freiwillig so schwer krank, dass er nicht mehr arbeiten und Geld verdienen kann!!"
3551,Die Schere zwischen Arm und Reich wird immer größer.. In jeder Krise werden die Armen ärmer ..und die Reichen immer reicher.....tu endlich was...
3552,"Nicht nur ein anständiger Mindestlohn muß her... endlich auch eine Allgemeinverbin dlichkeit von Tariflöhnen. Was nutzt z.B. eine Erhöhung des Tariflohnes für Mitarbeiter im Einzelhandel, wenn so gut wie keiner der Arbeitgeber mehr tarifgebunden ist. Dann wird fast automatisch versucht die Mitarbeiter mit Mindestlohn abzuspeisen."
3553,"Was nutzt der Mindestlohn wenn die Arbeitgeber nur Teilzeitarbeit anbieten.....He rr Heil, erst wenn der angekündigte Tarifvertrag Pflege für allgemeinverbin dlich erklärt wird.....erst dann sind ihre Aussagen glaubwürdig"
3554,Tut mir leid😔Steinmeiers und heil sollen ins Kloster gehen!!!! Passt besser wie in die reale Welt. Peinlich in sonder grösse! Und der langhaarige von den grünen...der bayerisch schwätz auch😱schrecklich😱🥶😰🥵
3555,Wer hat den dafür gesorgt das die Löhne in den Keller gewandert sind? Wer hat für die Steigerung der Altersarmut gesorgt? Ich sage nur Agenda 2010
3556,Nicht nur reden seit Jahren sondern endlich machen.
3557,"Habe ich das gerade richtig verstanden? „Wir brauchen nicht nur Häuptlinge, sondern auch Indianer“! Indianer = Untergebene ... wenig qualifizierte.. . Herr Heil, Herr Heil, wenn das die Identitäts- Wächter Ihrer Partei mitbekommen!!"
3558,"Wie immer vor den Wahlen... Versprechen, und danach, aus den Augen aus dem Sinn.."
3559,Wie oft noch dieses Thema. Die SPD mit Gerhard Schröder ist daran Schuld. Pure Heuchelei..
3560,"Ein Arbeitsminister , der laut Wiki nie auf dem freien Arbeitsmarkt tätig war. Reines Parteigewächs. Unglaubwürdig!"
3561,"Tut mir leid😔ich habe hart aber fair immer total respektiert! Aber jetzt wurde es für mich richtig hart😔kann ich als normal sterbliche Person nicht mehr nachvollziehen was Medien machen😔schade, es gibt keine normale denke für mich😰und dabei habe ich medianfreihrit für ein wichtiges gut geheißen...wo sind die coolen repoter geblieben🤧"
3562,"Die GroKo nimmt keiner mehr ernst sorry:Laut Berichten von NDR, WDR und ""Süddeutscher Zeitung"" soll Andrea Tandler, Tochter des früheren CSU-Generalsekr etärs Gerold, zwei Schweizer Jungunternehmer n und deren Firma Emix geholfen haben, Corona-Schutzma sken aus China an deutsche Ministerien zu verkaufen. Dafür habe sie Provisionen in zweistelliger Millionenhöhe erhalten.  Bundesgesundhei tsminister Jens Spahn (CDU) hatte zuvor gegenüber dem Bundestags-Haus haltsausschuss angegeben, dass ihn Tandler im März 2020 über das Angebot der Firma Emix informiert habe. Es war einer der größten Masken-Deals im Zuge der Corona-Pandemie : Für mehr als 670 Millionen Euro kaufte Deutschland persönliche Schutzausrüstun g bei Emix ein, deren beide Betreiber damit vermutlich 130 bis 200 Millionen Euro verdienten, wie NDR, WDR und ""SZ"" berichteten. Moral gleich Null in der Politik."
3563,Wer hat denn mit Hartz4 die unteren Lohngruppen in den Betrieben ersetzt durch Billig-Firmen. Es war G. Schröder der den AG dieses Geschenk gemacht hat. Das vergessen viele Gewerkschafter euch nicht und darum liegt ihr zu recht bei 15% der Wahl-Prognosen.
3564,"Der ”Indianer” Spruch lässt auf mangelhafte Kenntnisse in mehreren Bereichen schließen. Ein direkter Beweis dafür, dass es kein Zuviel an Bildung geben kann."
3565,Niemand frägt wenn der Mann stirbt wahr krank könnte nicht versicherung abschließen habe Haus müssen verkaufen und weil ich soviel Rente habe habe ich von meinem Mann Rente abgezogen und muss noch an das Finanzamt zahlen .aber muss noch Schulden bezahlen und Miete .und darf nicht arbeiten gehen schön bekomme ich abgezogen Schweine rei
3566,Ich war 19 Jahre im Paketdienst tätig in den ganzen Jahren gab es keine Lohnerhöhung meine Arbeitszeit war zwischen 10 und 16 Stunden täglich meist ohne Pause und es hat keinen interessiert .Und das geht nur weil der Paketdienst nur mit Subunternemern zusammenarbeite t
3567,"Hubertus Heil ist ja noch so einer dem man etwas Vertrauen entgegen bringen kann! Zwar auch von der alten Garde aber immerhin geläutert! Beim Kanzlerkandidat en Scholz glaube ich das nicht! Borjans und Eskens die SPD Vorsitzenden machen auch noch gute Mine zum bösen Spiel! Erst Scholz bekämpfen und dann in den Himmel heben? Ich weiß nicht recht, das stinkt zum Himmel. Scholz hat Hartz4, ALG2 ohne Not mit Kanzler Schröder und den GRÜNEN ins Leben gerufen! Und lange Jahre nichts dagegen unternommen es wieder zurückzunehmen! Trotz zig tausend verlorener Prozesse von Opfern dieser Hartz4 Gesetzgebung, wo Richter den Leuten Recht gaben! Sinnlose Maßnahmen der Agentur für Arbeit waren die Folge! Meine Bekannte musste im Park in einer Maßnahme Spritzen von Süchtigen einsammeln, als Maßnahme als ALG2 Empfängerin! Sowas vergisst man nicht! NEIN! Das kann ich mit meinem Gewissen nicht vereinbaren, dieser SPD noch mal zu Vertrauen."
3568,"Wer soll eigentlich mit dem Mindestlohn heutzutage überleben? Wer soll damit Miete, Kredite und die sonstigen Lebenshaltungsk osten begleichen. Selbst wenn der Mindestlohn 13 Euro wäre, wären das bei 167 Stunden im Monat auch nur 2171 Euro brutto. Zieht man Steuern, Sozialabgaben, Miete und Kredite ab, was bleibt einem da noch übrig? Dann sollst du auch noch für die Rente mindestens 10% deines Gehaltes zurücklegen, um deine Rente aufzubessern. Dann sind wir bereits schon im Minus. Achso, Essen und Trinken ist ja auch nicht umsonst. Die Politik soll lieber mal dafür sorgen, dass Mieten bezahlbar bleiben bzw. dass die Lebenshaltungsk osten nicht schneller steigen, als die Gehälter. Da werden zig Milliarden für Lufthansa ausgegeben und die bauen 15000 Stellen ab, da werden 700 Millionen an Daimler Kurzarbeitergel d ausgezahlt. Was macht Daimler, der baut 33000 Stellen ab, schreibt im Jahr 2020 mehrere Milliarden Gewinn und schüttet 1,4 Milliarden an die Anleger aus und begründet dies damit, dass er lange genug in die Sozialkassen eingezahlt hat. Und wo bleibt der kleine Mann? Der muss mit dem Kurzarbeitergel d auskommen und darf als Dank im darauffolgenden Jahr dann noch Steuern nachzahlen. Deutschland war immer nur durch den Mittelstand eine starke Wirtschaft. Jetzt werden große Unternehmen massiv unterstützt und die mittleren und kleinen Unternehmen lässt man am langen Arm verhungern. Von der Politik werden ganze Branchen an die Wand gefahren."
3569,Ich weine gerade über die Armut von Frau Wischhusen‘s Mutter 🤣Die arme Frau 😜 !!!! (Ironie off)
3570,"Das was uns politisch erwartet, wenn Grün zunehmend an die Macht kommt, wird genau dafür sorgen...."
3571,"Gähn..🥱 Gibt es dazu wieder so „hoch spannende und kompetente“ Gäste wie zuletzt unsere Bundesbildungsm inisterin, die ungestraft einen Beweis nach dem anderen für ihre allumfassende Inkompetenz und ihr fast schon kriminelles Desinteresse liefern durfte, ohne dass der sonst deutlich engagiertere Moderator auch nur im entferntesten kritisch nachfragen zu müssen meinte?!🤦🏻‍♂️"
3572,Das ist eine Thema so alt wie die Welt ist. Es gab immer schon Arm oder Reich. Jeder ist seines Glückes Schmied. Ganz wichtig ist auch in welchem Milieu man geboren wurde.
3573,Wie oft wollt ihr noch über das Thema reden. Pure Heuchelei.
3574,"Was für Fragen! Mann könnte auch noch fragen: Ist die Erde rund, oder? Eine (weitere) Sendung zu dem Thema kann zwar nicht schaden, wird aber kaum neuere Erkenntnisse liefern als die, die seit Jahren an den Statistiken abzulesen sind."
3575,"Daa fängt doch schon in der Schule an. Wer Geld hat, bekommt besseren Abschluss. Unabhängig vom IQ."
3576,"Ich empfehle der Redaktion mal die ZDF Magazin Royal Sendung zum Thema Hartz-IV zu schauen. Einhergehend ist doch auch auffällig, wieviele Überstunden - trotz Arbeitsschutzge setz -, auch beim Staat selbst, gemacht werden. Sobald die Überstunden in einem Unternehmen, einer Behörde, keine Ausnahme mehr sind, zeigt dies, dass eine Mangel an Angestellten besteht. Dennoch laugt man lieber die eigenen Mitarbeiter, übrigens auch auf Kosten der Produktivität, aus.  Das Gehaltsungleich gewicht zeugt sich in jeder Branche. Grundsätzlich ist dies auch unserem kapitalitischen System geschuldet, denn im Grunde hat man keine Wahl, wenn man im aktuellen gesellschaftlic hen System überleben möchte. Ich mag aufgrund der Herabwürdigung der damaligen Verbrechen am Menschen das Wort Sklave gar nicht in den Mund nehmen, es läuft aber auf ein paar grobe Gemeinsamkeiten hinaus. Grundsätzlich ist natürlich niemand gezwungen um zu Arbeiten, um zu überleben, egal zu welchem Preis (Gehalt/Art der Arbeit), aber wird es noch dennoch von der Gesellschaft eingefordert. Unser Wohlstand, auch der Ärmsten, in unserem Land, begründet sich auf der Ausnutzung noch Ärmerer in anderen Ländern. Um zu Überleben unterliegt der Mensch mehr oder weniger dem Zwang der Teilnahme an unserem System."
3577,"Immer wieder zu beobachten. Die Partei, die den höchsten Mindestlohn anbietet, wird von den anderen Parteien diffamiert... Und es werden immer wieder die Parteien gewählt die den niedrigsten Mindestlohn anbieten. ""Die aller dümmsten Kälber, wählen ihren Schlächter selber"""
3578,"Schön wäre es auch, wenn Menschen mit weniger Geld nicht immer als „sozial schwach“ tituliert werden würden. Das ist oft andersrum."
3579,Ich fände es viel interessanter zu hinterfragen warum Palmer gebaerbockt wird und wer hier wen mit sektenähnlichen Denkstrukturen auf die Palme treibt.
3580,Agenda 2010 hat dafür gesorgt das es ein Märchen geworden ist.
3581,"Herr Kirchhoff mit seinem Gerede vom Kuchen glaubt immer noch an das unendliche Wachstum auf einem endlichen Planeten und haut mit Worthülsen um sich, ohne sich auch nur minimal empathisch einzulassen. Marktgläubig und völlig überholt, was er von sich gibt. Grob vereinfachtes Weltbild. Tatsachen sind andere. Wir brauchen ein nachhaltiges Haushalten mit den Ressourcen unserer Erde. Wir brauchen ein bedingungsloses Grundeinkommen, angemessene Bezahlung für alle und kreative Ideen. Und die uralte Lüge, dass jeder seines Glückes Schmied ist, gehört tatsächlich endlich mal aus den Köpfen gefegt."
3582,"Das Einkommen ist die eine Seite. Die andere Seite sind Steuern und Sozialabgaben. Diese machen die Preise teurer und es fehlt am Ende im Geldbeutel. Unser Staat gibt unser Geld mit voller Hand überall aus. Mit den Grünen wird es noch schlimmer werden!  Die Politik muss Anreize schaffen! Beispiel: Den Kauf von selbstgenutzten Wohneigentum massiv fördern statt die Hand permanent dabei aufzuhalten!  Vielen Deutschen fehlt gleichzeitig auch Bildung im Bereich von Finanzen, Wirtschaft und den Drang nach Investitionen."
3583,Warum denn?Mit den Grünen wird doch alles unbezahlbar und viele wollen es doch so.Scheint doch allen noch zu gut zu gehen🤦‍♂️
3584,"Da wir heute in einer Zeit leben wo alles billig sein muß, haben wir schlicht und ergreifend vergessen den Wert der Arbeit zu schätzen."
3585,Pflegeausbildun g muss !!attraktiv bezahlt werden...sonst will es keiner mehr machen.
3586,"Als Mensch mit Behinderung denke ich selbst dann auch immer an diejenigen unter uns, die in der Werkstatt für Menschen mit Behinderung arbeiten, und ich meine dort nicht die Fachkräfte der Wohlfahrtsstaat smafia, sondern die Menschen mit Behinderung selbst, die mit 200 Euro Lohn im Monat heimgehen. Und dann denke ich an diejenigen unter uns, die trotz allem auf dem 1. Arbeitsmarkt angekommen sind und sogar richtig gut und ordentlich bezahlt werden. Hat man dann das Pech, dass man auf umfangreiche Assistenz angewiesen ist kann man nicht von seinen Lohn alles ansparen, was man will. Irgendwann (glaube aktuell bei 50.000 Euro angespartes Vermögen) sagt Vater Staat dann zum Menschen mit Behinderung, das ist jetzt aber zuviel und das was jetzt noch kommt musst du abführen. Als hätte der Mensch mit Behinderung sich selbst es ausgesucht, umfangreiche Assistenz zu benötigen. Und ja, all das hätte die aktuelle Regierungskoali tion ändern können. Wollten sie aber nicht."
