,comment_text,Sub1_Toxic
1192,"Die meisten von denen die im Rentenalter noch arbeiten, machen das nicht weil Ihnen vielleicht langweilig ist, sondern um im Rentenalter überhaupt noch leben zu können !! und diese Entwicklung ist sehr beschämend, wenn man überlegt wie lange diese Menschen zuvor schon hart gearbeitet haben !! Da kann man der Regierung für Ihre tolle Arbeit nur Danken 😡 🤬",1
1193,Klar doch!!! Noch eine zentrale bürokratische bremse einbauen! Wir brauchen FÄHIGE POLITIKER!,1
1194,"Als Angela Merkel 2005 angetreten ist, haben ihr auch viele nicht zugetraut, dass sie Kanzlerin kann. Also abwarten. Wir leben nicht in einer Diktatur und der Kanzler bzw. die Kanzlerin bestimmen die Politik nicht alleine. Wichtig ist, dass die Person die Partei und die Regierung hinter sich hat und dass sie von den europäischen Partnern anerkannt wird.",0
1195,"Herr Kirchhoff mit seinem Gerede vom Kuchen glaubt immer noch an das unendliche Wachstum auf einem endlichen Planeten und haut mit Worthülsen um sich, ohne sich auch nur minimal empathisch einzulassen. Marktgläubig und völlig überholt, was er von sich gibt. Grob vereinfachtes Weltbild. Tatsachen sind andere. Wir brauchen ein nachhaltiges Haushalten mit den Ressourcen unserer Erde. Wir brauchen ein bedingungsloses Grundeinkommen, angemessene Bezahlung für alle und kreative Ideen. Und die uralte Lüge, dass jeder seines Glückes Schmied ist, gehört tatsächlich endlich mal aus den Köpfen gefegt.",1
1196,"Enteignung der Wohnkonzerne 😂😂😂. Da muss ich aber lachen. Die gehören zu den Lobbyisten . Der kleine Arbeiter muss ein Leben lang buckeln um sein Häuschen abzuzahlen 😡 Es muss verboten werden, das sich China und andere Diktaturen in Deutschland Grund und Boden kaufen.",1
1197,"Peinlich mit dieser ""Leistung"" weitergekommen zu sein 😨",1
1198,Pestizidfrei schafft man es nicht den Borkenkäfer einzudämmen.,1
1199,Mitten in Würzburg hat ein Mann auf Passanten eingestochen und dabei mindestens drei Menschen getötet. Ein Überblick über die aktuellen Erkenntnisse zur Tat. https:// kurz.zdf.de/IHE/,0
1200,"Liebe Nutzer*innen, wie bewerten Sie die Aussage unseres Gastes Matthew Karnitschnig? Wir freuen uns auf Ihre Kommentare und spannende Diskussionen.",0
1201,War interessant,0
1202,"wenn man Politiker in der Regierung hat,die sich erfreuen an Ihren Diäten und das Volk vergessen ist es eben so. Zu Doof um Impfstoff zu bestellen! In der freien Wirtschaft finden sich solche Kreaturen auf dem Arbeitsmarkt wieder.",1
1203,Eine ZDFzeit-Dokumen tation über Angela Merkel sehen Sie hier: https:// kurz.zdf.de/ lV88/,0
1204,Nachhilfeunterr icht? Damit die Kinder überhaupt nicht mehr rauskommen aus ihrem Hamsterrad. Da bin ich eher für die Verlängerung des Schuljahres bis Weihnachten. Hat man ja früher mal andersrum gemacht oder nicht?,1
1205,Wir sind das Land der Deppen von Europa,1
1206,Das ist doch keine Politik mehr zum Wohle des Volkes sondern eine reine eigene  Machtgier als wenn wir keine anderen Propleme hätten als deren Kasperle Theater  da.Herr Bosbach mit ihnen wäre ich als Kanzler einverstanden 🤗,1
1207,"Auch der Verband der Kinder- und Jugendmediziner forderte, das Impftempo deutlich zu erhöhen. Bundessprecher und Kinderarzt Jakob Maske sagte dem RND, besonders gefährdet sei die Altersgruppe zwischen 30 und 60 Jahren. ""Diese Menschen haben oft keine oder nur die erste Impfung erhalten und sind so einem erhöhten Risiko ausgesetzt."" Deutschland habe den großen Vorteil, dass sich die Delta-Variante hier erst vergleichsweise spät ausbreite: https:// kurz.zdf.de/ qjbMv/",0
1208,"Ich finde man vergisst bei der ganze Sache die Stellung der Familie der ganzen Familie nicht nur Mutter,Vater, Kind/er auch Großeltern gehören dazu. Und ich finde man kann nicht sowas durchsetzten wie es in der Sendung am Beispiel Irland gezeigt wurde. Auch Großeltern haben ein Umgangsrecht mit ihren Enkelkinder auch wenn die Großeltern in einen anderen Landkreis oder Bundesland wohnen. Auch wir Eltern brauchen eine Auszeit und das funktioniert nur wenn auch die Großeltern mit in die Betreuung der Kinder einbezogen werden können.",0
1209,"Was wollen solch Leute noch sagen,,,, Maskenskandal,,,👎👎👎👎👎👎👎🤮🤮🤮",1
1210,"Er soll eine Bürgschaft übernehmen und so viele wie er kann bei sich wohnen lassen. Vorbildfunktion in der Politik, wäre doch mal was.",0
1211,"Dietmar Bär, LG aus der Heimat <3",0
1212,"Was ein Untersuchungsau sschus bringt hat uns der Fall von Frau von de Leyen und von unseren Verkehrsministe r Scheuer gezeigt. Nur heiße Luft, am Ende sind sich alle wieder einig. Viele Politiker sind sowas von korrupt und niemand macht etwas dagegen, es ist eine Schande.",1
1213,"oha, wie erstaunlich jetzt wird für einige Monate das Corona Virus in die Ecke gestellt bis es dann nach der Wahl im September wieder auftauchen wird, bis dahin holen wir schon mal vorsorglich die Moralkeule wieder heraus damit auch kein Bürger Einwendungen gegen weitere 3 Millionen Analphabeten vorträgt-denn nichts brauchen wir so sehr wie Menschen die sich nicht Integrieren lassen und auch nicht Integriert werden wollen. Nur am Rande wir Steuern sehenden Auges in den nächsten Jahrzehnten in eine Altersarmut ohne gleichen zu davon sind dann die Betroffen die so Blöde sind jetzt noch Arbeiten zu gehen.",1
1214,Dänemark: Europameister der Herzen 🇩🇰🇩🇰🇩🇰,0
1215,Super,0
1216,Schön. Und jetzt bitte denselben Betrag nochmal als Strafe.,0
1217,Propagandieren die öffentlich Rechtlichen die von zwangsfinanzierten Beiträgen leben 🤣,1
1218,Wenn sich zwei streiten freut sich der dritte,0
1219,"Ich wünsche dem Team von ""Hart aber fair"" eine wunderschöne Sommerpause und gehe davon aus, dass König Fußball heute regiert. Jedenfalls bei uns ⚽⚽⚽",0
1220,"Mit Kühnert seiner Zurechtweisung Thierse‘s - mit dieser Personalie (Kühnert) wird aus dem „Rückenwind“ ein laues Lüftchen - Punkt. Abgesehen davon möchte ich Menschen in verantwortliche n Positionen sehen, welche zumindest eine Ausbildung abgeschlossen haben - Punkt",1
1221,"Der Allergrößte Heuchler, alleine die ""Märchenstunde ""von der Leyen und Weber um den Vorsitz der EU sagt schon alles aus, schon lange nicht mehr Herr seiner Sinne 🤔",1
1222,"Der Plan war: Jedes Kind, das ab Sommer 2026 eingeschult wird, soll in den ersten vier Schuljahren Anspruch auf einen Ganztagsplatz bekommen. Damit würde sich nach dem Betreuungsanspr uch in der Kita, den es schon länger gibt, direkt ein solches Recht in der Schule anschließen. Die Betreuungszeit soll mindestens acht Stunden am Tag betragen, auch in den Ferien. Der Anspruch würde in den Folgejahren um je eine Klassenstufe ausgeweitet. Damit hätte ab August 2029 jedes Grundschulkind der Klassenstufen eins bis vier einen Anspruch auf ganztägige Betreuung. Der Bundestag hatte dem Gesetz bereits zugestimmt.",0
1223,Geiler Typ bester Kandidat,1
1224,"Das ist sowas von widerlich! Tut uns leid. Schämen Sie sich eigentlich nicht uns bzw. den Kindern das auf diese Art zu verkaufen? Sie sollten Dinge wie Überheblichkeit und Arroganz ablegen, denn ""Konsumenten"" sind nicht dumm. Deshalb sitzt diese Frau ständig in irgendwelchen Runden um uns zu suggerieren das ""ethisch"" alles okay ist. Wir wissen um was es hier eigentlich geht!",1
1225,"Zur Masken-Affäre: Solche Verfehlungen gibt es immer wieder, solange solch korrupte Abgeordnete nie wirklich bestraft werden. Diese Untersuchungsau sschüsse sind nur Augenwischerei, solange Politiker sich mit ""Gedächtnislück en"" rausreden können. Die Tatsache, dass für solche Fehler der Abgeordneten kein Strafenkatalog existiert, sagt schon alles!",1
1226,"Aus Krisen entsteht häufig eine Erneuerung - ich hoffe das sich die Parteienlandsch aft grundlegend ""erneuert"". Das ""Alte"" muss endlich sterben - verdient hat es diesen Ruhestand schon lange. Der korrupte Lobbyistenverei n ist inzwischen so verkrustet und verfilzt das er Strukturen einer kriminellen Organisation aufweist. Und die Berufswählerver rätertruppe sollte auch die Zeichen der Zeit erkennen: Entweder wir reformieren dieses korrupte System hin zu einer direkten Demokratie in der Politiker Ideengeber aber keine Entscheider mehr sind - oder wir werden, einmal mehr, den altbekannten Weg gehen, wenn sich ein ""Heilsbringer"" zu erkennen gibt. Und auf den hab ich genauso wenig Lust, wie auf ein ""weiter so"" in dieser einstigen repräsentativen Demokratie. Der Wahlzettel ist lang - suchen wir uns Neue Parteien, wenn wir unbedingt müssen, und schauen mal, was passiert. Mit ""Erfahrung"" kann man das Verbleiben der Regierungsparte ien Angesichts von Scheuer, Spahn, Klöckner, Altmaier... auch nicht mehr begründen. Weg damit! #NieWiederCDU #niemehrSPD #afdistauchkeine lösung und #keineSTIMMEistV ERSCHENKT",1
1227,"Immer diese Rentner die nachts durch die Städte ziehen und all den ganzen Müll auf Parkplätzen,  in den Parks verteilen und jetzt auch noch das, E- Roller in den Fluss werfen, schämt euch ihr Rentner.   Naja die Jugend ist es nicht, die wählen die Grünen und gehen freitags auf Demos sind so Umweltbewusst wie kein anderer auf dieser Erde.  🤔🤔🤔",1
1228,Super gespielt .,0
1229,"Hört doch endlich mit dieser ""Genderei"" auf .",1
1230,"Als ehemaliger Bundeswehrangeh öriger mit Einsatzerfahrun g sage ich mal das jeder der zur Bundeswehr geht es freiwillig macht und sich dessen auch bewusst sein sollte das er/sie ins Ausland geschickt wird und welche gefahren zu erwarten sind ! Trotzdem gilt in erster Linie mein Mitgefühl den Angehörigen, ich wünsche ihnen viel Kraft für die kommende Zeit und hoffe das alle überleben und nach Hause kommen !",0
1231,"Reines Framing was das ZDF da wieder betreibt. Die wahren Hintergründe warum das Gesetz blockiert wird, wird vom ZDF verschwiegen und so dargestellt als wenn die Republikaner wieder die Bösen sind. 😡😡",1
1232,"Ich, als Schalker bin ich jetzt für den bayerischen Kanzler ... so weit ist es gekommen!!!! Aber Hr. Laschet - das geht gaaaar nicht...",1
1233,"Ich bin für eine, Rettet das Great Barrier Reef Steuer in Deutschland. Wer imstande ist, das Weltklima mit einer CO²- Steuer im Alleingang zu retten, der wird doch sicher noch das Great Barrier Reef retten.",0
1234,"Wenn das zehntausende Einzelhändler machen, stört es niemandem. Ins Verhältnis gesetzt vermute ich, dass das bei Amazon bedeutend seltener passiert.",0
1235,union. fdp und afd = nicht wählbar,0
1236,Framing at its best ,0
1237,Die Pandemie ist sicher nicht die einzige Ursache. Schon vor der Pandemie stieg die Zahl der übergewichtigen Kinder an. Besonders  Einkommensschwache Familien waren Betroffen. Gesunde Ernährung kostet auch Geld welches nicht überall vorhanden ist. Und wenn die Politik der Wirtschaft praktisch einen Freibrief bei den Zusätzen lässt (Zucker) wird sich nicht viel ändern. Auch sportlich betätigen in Vereinen kann sich nicht jeder leisten. Fakt ist das Kinder aus Einkommensschwachen Familien nicht wirklich gleiche Chancen haben wie andere.,0
1238,"es gibt so viel leerstehenden wohnraum, weil die mieten entweder zu hoch sind oder es dort keine arbeit gibt 🤷‍♀️ die städe sind voll mit leeren bürogebäuden!!!  alle dort sitzenden haben ihre schäfchen im trockenen... da kann doch der polizist oder ne krankenschweste r gern ins wohnklo ziehen 👎",1
1239,"Der jetzige Zustand wird sich nie wieder ändern. Das sollte wohl langsam klar sein und eine Impfung wird daran nichts ändern, aber manche glauben das immer noch.",0
1240,"Ich bin froh, dass keine wirklich kritischen Gäste eingeladen werden ... es könnte ja sonst die Zuschauer verunsichern ... schließlich soll niemand zweifeln ! Danke",0
1241,Es bieten sich 2 Möglichkeiten: entweder weiter impfen auf freiwilliger Basis und/ oder den Impflingen vorbeugend Verdünnungs-medikame nte geben.,0
1242,"Warum diskutieren wir über EFH in Städten, es hat sich gezeigt dass man durch die digitalen Fortschritte doch auch gut auf dem Land im homeoffice leben und arbeiten kann . Ich glaube daß die Städte durch die Pandemie eher leerer werden wird, und die Preise sinken werden.",0
1243,"Servus aus dem Freistaat Bayern 😎. Laschet ist der Wunschkandidat der FDP👎, dass wäre die schlechteste Notlösung. ....die Neujahrsansprache wird eine ""Frau Merkel"" halten.😅",1
1244,🚫PEgdIdA: Patriotische Europäer gegen die Islamisierung des Abendlandes!🚫 #PegidaVerbotjet zt #FCKNZS #AFDVerbotjetzt #FCKAfD 💩😱👺,1
1245,Deutschland das Schlaraffenland !,1
1246,Die Nutzung des Internets stößt jährlich etwa 830 Millionen Tonnen CO2 aus. Damit ist die CO2-Belastung durch das Internet ungefähr genauso hoch wie die gesamte CO2-Belastung des Flugverkehres weltweit.,0
1247,Wer isst denn meine 10 kg?,0
1248,"Einmal ein richtiger ""totaler""Lockdo wn der uns allen eine Perspektive gibt .. der Lockdown Weichspülgang seit November treibt wenn es so weitergeht noch sehr viele mehr in den Ruin - Einzelhandel, Gastronomie, Tourismus...",1
1249,"Was hat die Keule mit Europa zu tun, für Deutschland ist die Murksel gewählt worden nicht für Europa. Da lehnen sich die Herren aber weit aus dem Fenster",1
1250,"Debatte um Lockerungen und Teststrategien, Impfungen in vielen Ländern, Wirtschaftshilf en - verfolgen Sie alle Entwicklungen zu Corona in Deutschland und weltweit hier im Blog: https:// kurz.zdf.de/ XJQA2/",0
1251,"Wellenbrecher-L ockdown, die Osterruhe und jetzt Laschets Brückenlockdown . Wir wäre es mit Ampel-Lockdown, Lockdown Quattro Stagioni oder Bavaria Blue?  Das ganze Gezerre um Lockdowns ist wohl dem Corona-Wahlkamp f-Geplänkel zwischen Laschet und Söder geschuldet und erinnert an das spöttische Gezänk der Puppenfiguren „Walldorf und Statler"" in der Loge der Muppets-Show.",1
1252,"Unser Staat liegt Europäisch gesehen auf dem Boden. Wir haben die höchsten Kosten an der Energie, Gelder an die EU und das Land und die Masse wird immer Ärmer . Wenn ich mir den scheiß an Bundesaussprach en angucke wird mir schlecht . Wir leben im Jahre 2021 und haben Verhältnisse wie 1970. Unser aller PROBLEM ist, wir haben keinen vernünftigen Kandidaten, dank Frau Merkel . Armes Deutschland",1
1253,"Ich bin froh, dass keine wirklich kritischen Gäste eingeladen werden ... es könnte ja sonst die Zuschauer verunsichern ... schließlich soll niemand zweifeln ! Danke",0
1254,"Naja. Also das das von Anfang an so kommuniziert wurde stimmt nicht. Ganz im Gegenteil, wurden alle zu Schwrubblern und Verschwörungsth eoretikern erklärt, die von Anfang an gesagt haben, das der CT Wert eine wichtige Rolle spielt und nicht über 25 liegen sollte. Eure Behauptung ist eine Flucht nach vorne, ZDF heute, die zum scheitern verurteilt ist. Zumal in eurer ""Einordnung"" in einem Maße relativiert wird, das die Gegenstimmen viel mehr Text und Raum einnehmen als die Feststellungen der Forscher der Uni Duisburg Essen.  Für mich liest sich euer Artikel wie ein verzweifelter Versuch der Quadratur des Kreises, um die Ergebnisse der Forscher in euer Frameing quetschen zu können, weil sie weder ignoriert noch als Geschwrubbel abgetan werden können.  Wäre das nicht von der Uni Duisburg Essen gekommen, wäre es wahrscheinlich von ""Faktencheckern "" als Fehlinformation eingestuft worden.",1
1255,Die Grünen eine Industrie Nation führen 👎👎👎dann sind wir verloren.😪 Und zur CDU/CSU einfach nur peinlich alle beide Kandidaten.👎,1
1256,"1: Gebot: Ich bin Merkel allmächtig - die Frau-dein Herr-du sollst keine andere ""ES"" neben mir haben-.....",1
1257,"Gut 65 000 Privatleute und Firmen haben bundesweit im ersten Halbjahr Insolvenz angemeldet. Die Corona-Krise und Reformen des Insolvenzrechts haben dies verursacht.👍 Toll, die Corona Maßnahmen waren ein Erfolg, der sich sicher noch steigert.",0
1258,"Zu AstraZeneca: Nehmen wir an, ich möchte mich impfen lassen und habe mehrere verfügbare Impfstoffe zur Auswahl. Diese Impfstoffe haben unterschiedlich e Schutzwirkungen und unterschiedlich e Risiken für schwere Nebenwirkungen.  Werde ich mich nach gründlicher Information nun wirklich für den Stoff mit der geringsten Schutzwirkung und dem höchsten Risiko für schwerste Nebenwirkungen entscheiden?",0
1259,Und wer sich sonst auch außerhalb der Krise bereichert? Sollten Abgeordnete in Konsequenz neben dem Mandat überhaupt noch „Nebeneinkünfte “ erzielen dürfen? Denn für das Mandat wird der Abgeordnete vom Steuerzahler alimentiert - inkl. hohem Steuerfreibetra g und sonst. Vergünstigungen .,0
1260,Die Dänen waren einfach nur eine Nummer zu groß für die Waliser,1
